CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41670338,A ASO SUSHI,MANHATTAN,1103,1 AVENUE,10065,2128888276,Japanese,05/27/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,08/28/2017,Cycle Inspection / Initial Inspection
41717500,JOE'S PIZZA,MANHATTAN,150,EAST   14 STREET,10003,2123889474,Pizza,12/17/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,12/17/2015,08/28/2017,Cycle Inspection / Re-inspection
41567437,ANGELA'S BAKERY,BROOKLYN,717,KNICKERBOCKER AVENUE,11221,7184180095,Bakery,05/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,05/18/2017,08/28/2017,Cycle Inspection / Re-inspection
41113515,FORTUNATA'S II,BROOKLYN,305,KNICKERBOCKER AVENUE,11237,7184978101,Pizza,11/16/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/16/2015,08/28/2017,Cycle Inspection / Re-inspection
41481278,MEZZE BAR,MANHATTAN,691,9 AVENUE,10036,9176756266,Mediterranean,10/15/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,08/28/2017,Cycle Inspection / Initial Inspection
41346473,GOOD TO GO,BRONX,1894,EASTCHESTER ROAD,10461,7188292222,Italian,12/17/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,B,12/17/2015,08/28/2017,Cycle Inspection / Re-inspection
50036930,REINA DE LA NUBE RESTAURANT,BROOKLYN,922A,4TH AVE,11232,7188320200,Spanish,12/6/2016,Establishment re-opened by DOHMH,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,08/28/2017,Administrative Miscellaneous / Reopening Inspection
41669919,SALAD SHACK,QUEENS,15405,UNION TURNPIKE,11367,7183802333,Salads,2/7/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2/7/2017,08/28/2017,Cycle Inspection / Initial Inspection
50061410,PIZZA SHACK,MANHATTAN,525,GRAND ST,10002,2124773367,Pizza,5/5/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,5/5/2017,08/28/2017,Pre-permit (Operational) / Re-inspection
41661174,V {iv} Thai Restaurant & Bar,MANHATTAN,138,EAST   34 STREET,10016,2122133317,Thai,4/2/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,B,4/2/2015,08/28/2017,Cycle Inspection / Re-inspection
50034670,JOHNNY'S GRILL,BROOKLYN,9406,3RD AVE,11209,7186305200,American,04/27/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,8,A,04/27/2015,08/28/2017,Pre-permit (Operational) / Initial Inspection
50044908,CHIVE BLOSSOM,BROOKLYN,394,BEDFORD AVE,11249,7185763571,Asian,07/19/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,Not Yet Graded,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41081535,EDDIE JR'S SPORT LOUNGE,BROOKLYN,40,MARCY AVENUE,11211,7183848671,American,8/2/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
40751933,SIDO FALAFEL & MORE,MANHATTAN,267,COLUMBUS AVE,10023,2124962803,Mediterranean,12/9/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
40746560,AMF BOWLING CENTER,QUEENS,6910,34 AVENUE,11377,7186510440,American,3/6/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Re-inspection
50001789,RESTAURANTE & PANADERIA GUATELINDA,QUEENS,170-18,JAMAICA AVE,11432,2124706169,Spanish,12/24/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,08/28/2017,Cycle Inspection / Initial Inspection
40927789,THE BAYHOUSE,QUEENS,500,BAYSIDE DRIVE,11697,7183189660,American,07/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,07/22/2017,08/28/2017,Cycle Inspection / Initial Inspection
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),MANHATTAN,520,COLUMBUS AVENUE,10024,2125793194,American,01/30/2015,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,33,C,01/30/2015,08/28/2017,Cycle Inspection / Re-inspection
40424515,PASTICCERIA LA TORRE,QUEENS,15812,CROSSBAY BOULEVARD,11414,7188432306,Bakery,10/15/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,08/28/2017,Administrative Miscellaneous / Re-inspection
41574708,PRONTO RESTAURANT,STATEN ISLAND,3297,RICHMOND AVENUE,10312,7183562442,Pizza/Italian,11/7/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11/7/2013,08/28/2017,Cycle Inspection / Initial Inspection
41253406,PUNJABI INDIAN & AMERICAN RESTAURANT,QUEENS,16020,46 AVENUE,11358,7183218429,Indian,03/15/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,A,03/15/2017,08/28/2017,Cycle Inspection / Initial Inspection
40612120,STARBUCKS,QUEENS,21529,NORTHERN BOULEVARD,11361,7182814165,CafÃ©/Coffee/Tea,10/22/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,10/22/2014,08/28/2017,Cycle Inspection / Initial Inspection
50003915,BOCAITO CAFE & WINE BAR,QUEENS,8115,NORTHERN BLVD,11372,3476171606,Spanish,02/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,02/28/2017,08/28/2017,Cycle Inspection / Initial Inspection
41383631,DUNKIN' DONUTS,MANHATTAN,130,CHURCH STREET,10007,2126083512,Donuts,3/6/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,3/6/2017,08/28/2017,Cycle Inspection / Initial Inspection
40972759,GATE WAY BEER GARDEN,BROOKLYN,3162,FULTON STREET,11208,7182353251,Caribbean,6/1/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
41259230,INDO-PAK HALAL RESTAURANT,MANHATTAN,2173,2 AVENUE,10029,2129878150,Pakistani,05/22/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,05/22/2015,08/28/2017,Cycle Inspection / Initial Inspection
50001889,UMAMI BURGER,MANHATTAN,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,6/1/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9,A,6/1/2017,08/28/2017,Cycle Inspection / Initial Inspection
41644326,2 WEST RESTAURANT,MANHATTAN,2,WEST STREET,10004,2123440800,American,9/12/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,9/12/2014,08/28/2017,Cycle Inspection / Initial Inspection
41438394,YOSMIRA RESTAURANT,QUEENS,13109,JAMAICA AVENUE,11418,3474656183,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
41059709,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,46,EAST  167 STREET,10452,7189929677,Donuts,10/27/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,10/27/2016,08/28/2017,Cycle Inspection / Initial Inspection
41461099,SRIPRAPHAI THAI RESTAURANT,QUEENS,6415,39 AVENUE,11377,7188999599,Thai,2/6/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Initial Inspection
41485255,TOASTIES CAFE,MANHATTAN,599,LEXINGTON AVENUE,10022,2126448780,Delicatessen,07/13/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,43,,,08/28/2017,Cycle Inspection / Initial Inspection
41609414,PRIME SANDWICH,BROOKLYN,377,KINGSTON AVENUE,11213,3475649041,Jewish/Kosher,12/29/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,12/29/2014,08/28/2017,Cycle Inspection / Initial Inspection
50045953,EAST VILLAGE THIA RESTAURANT,MANHATTAN,32,E 7TH ST,10003,2126734610,Thai,5/11/2016,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,08/28/2017,Administrative Miscellaneous / Re-inspection
50001074,SUBWAY,QUEENS,56-53,MYRTLE AVE,11385,7184175495,Sandwiches,12/18/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,,08/28/2017,Cycle Inspection / Initial Inspection
40380517,BARNEY GREENGRASS,MANHATTAN,541,AMSTERDAM AVENUE,10024,2127244707,Jewish/Kosher,08/16/2017,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,44,,,08/28/2017,Cycle Inspection / Initial Inspection
41417952,COFFEE SPOT CAFE,BROOKLYN,1617,JEROME AVENUE,11235,7187696666,Russian,12/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/30/2015,08/28/2017,Cycle Inspection / Initial Inspection
40736383,MCDONALD'S,QUEENS,2141,MOTT AVENUE,11691,7188682289,Hamburgers,07/26/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,07/26/2014,08/28/2017,Cycle Inspection / Re-inspection
50059979,SHANGHAI FAMILY DUMPLING,BROOKLYN,6301,8TH AVE,11220,7187452620,Chinese,7/6/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,7/6/2017,08/28/2017,Cycle Inspection / Initial Inspection
50010344,ESTRELLA MEXICANA RESTAURANT,BRONX,106,E 183RD ST,10453,7185844222,Mexican,10/16/2015,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,10,A,10/16/2015,08/28/2017,Cycle Inspection / Re-inspection
41711390,NEW BAY PKWY CAFE,BROOKLYN,6812,BAY PKWY AVE,11204,7182328008,Chinese,6/12/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,08/28/2017,Cycle Inspection / Initial Inspection
50017981,PHO THANH HOAI 1,MANHATTAN,73,MULBERRY ST,10013,2122338988,Vietnamese/Cambodian/Malaysia,04/16/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,04/16/2015,08/28/2017,Cycle Inspection / Re-inspection
50013202,COSINITA,BRONX,730,ASTOR AVE,10467,3478438050,Mexican,11/19/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41092640,CMOLOVAR,BROOKLYN,813,AVENUE U,11223,7187870120,Russian,05/23/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,05/23/2015,08/28/2017,Cycle Inspection / Re-inspection
40971873,BREAK BAR & BILLARDS,QUEENS,3208,BROADWAY,11106,7187775400,American,11/10/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,11/10/2015,08/28/2017,Cycle Inspection / Initial Inspection
40571081,ARCHER SPORTS BAR,BRONX,1511,WHITE PLAINS ROAD,10462,7187923870,American,04/25/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,08/28/2017,Cycle Inspection / Initial Inspection
50042947,MENDEL'S PIZZA,BROOKLYN,4923,18TH AVE,11204,7189305906,Jewish/Kosher,11/9/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41631052,ONE STOP BEER SHOP,BROOKLYN,134,KINGSLAND AVENUE,11222,7185990128,American,10/30/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,,,08/28/2017,Cycle Inspection / Initial Inspection
50017985,BREAD AND SPREAD,BROOKLYN,147,FRONT ST,11201,7186252220,American,03/31/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,03/31/2015,08/28/2017,Cycle Inspection / Initial Inspection
40385852,SAM'S PLACE,MANHATTAN,132,EAST   39 STREET,10016,2125996360,Italian,02/21/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,02/21/2017,08/28/2017,Cycle Inspection / Re-inspection
40574423,TOPAZE RESTAURANT,BROOKLYN,428,EAST   48 STREET,11203,7186936328,Caribbean,08/27/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20,B,08/27/2013,08/28/2017,Cycle Inspection / Re-inspection
41634367,PORTALIA RISTORANTE BAR AND LOUNGE,QUEENS,3503,BROADWAY,11106,7185453500,Italian,2/5/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2/5/2016,08/28/2017,Cycle Inspection / Initial Inspection
50017111,J J SPORT RESTAURANT,BRONX,545,E 183RD ST,10458,7182951200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/12/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,72,,,08/28/2017,Cycle Inspection / Initial Inspection
40715826,PIZZA HUT,QUEENS,6051,MYRTLE AVE,11385,7184565300,Pizza,3/8/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/8/2016,08/28/2017,Cycle Inspection / Initial Inspection
41515868,BAR BRACE,QUEENS,0,LAGUARDIA AIRPORT,11369,6464775291,Italian,07/31/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
41687795,BROADWAY CHINESE SEAFOOD,QUEENS,8317,BROADWAY,11373,7186990688,Chinese,03/23/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,68,,,08/28/2017,Cycle Inspection / Initial Inspection
50000223,EL MANABA RESTAURANT,QUEENS,341,SAINT NICHOLAS AVE,11385,3472277506,Spanish,04/18/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,04/18/2017,08/28/2017,Cycle Inspection / Initial Inspection
41664787,THE COBRA CLUB,BROOKLYN,6,WYCKOFF AVENUE,11237,9177191138,American,03/20/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
50043970,LA ISLA CUCHIFRITOS,BRONX,510,WILLIS AVE,10455,7184147213,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/28/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,8,,,08/28/2017,Cycle Inspection / Initial Inspection
50005885,APNA MASALA INDIAN CUISINE,MANHATTAN,344,E 6TH ST,10003,9172999478,Mexican,5/3/2017,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,7,A,5/3/2017,08/28/2017,Cycle Inspection / Re-inspection
50032620,BAREBURGER,QUEENS,4819,VERNON BLVD,11101,7189372273,Hamburgers,03/25/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,10,A,03/25/2015,08/28/2017,Pre-permit (Operational) / Initial Inspection
41464967,OAXACA MEXICAN GRILL,MANHATTAN,245,PARK AVENUE,10003,2128189500,Mexican,7/5/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
41076471,CHINAR ON THE ISLAND,STATEN ISLAND,283,SAND LANE,10305,7183905305,Russian,12/1/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,12/1/2015,08/28/2017,Cycle Inspection / Re-inspection
50017092,HE LIN RESTAURANT,QUEENS,8311,BROADWAY,11373,7186996688,Chinese,04/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
41334692,PANCHO VILLA RESTAURANT,BRONX,2274,JEROME AVENUE,10453,7185633251,Mexican,12/1/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,42,C,12/1/2016,08/28/2017,Cycle Inspection / Re-inspection
50066251,KINI,QUEENS,4227,35TH AVE,11101,2019687446,Other,1/1/1900,,,,Not Applicable,,,,08/28/2017,
41709426,WORLD AMERICA KITCHEN,QUEENS,12703,111 AVENUE,11420,7188485951,Chinese,05/24/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
50016010,M & J ASIAN RESTAURANT,MANHATTAN,600,E 14TH ST,10009,2125336888,Chinese,9/10/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,08/28/2017,Cycle Inspection / Initial Inspection
50017821,KING DRAGON CITY,BRONX,944A,E 174TH ST,10460,7185423866,Chinese,7/1/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,7/1/2015,08/28/2017,Cycle Inspection / Initial Inspection
41271436,MATSUNOYA,MANHATTAN,131,EAST 45 STREET,10017,6466928143,Japanese,08/25/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,08/28/2017,Cycle Inspection / Initial Inspection
50004782,Polpette,MANHATTAN,483,AMSTERDAM AVE,10024,2128580511,Italian,9/12/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,9/12/2014,08/28/2017,Pre-permit (Operational) / Re-inspection
50050729,EL MEKKAH BAR & GRILL,BROOKLYN,277,WYCKOFF AVE,11237,9175183475,American,10/13/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
40918262,FRIEND'S PIZZA CAFE,BROOKLYN,487,7 AVENUE,11215,7188400672,Pizza,01/26/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,01/26/2017,08/28/2017,Cycle Inspection / Re-inspection
50062525,SHEILA'S,BROOKLYN,412,COURT ST,11231,7188349000,American,08/23/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,42,Not Yet Graded,,08/28/2017,Pre-permit (Operational) / Initial Inspection
40624802,CAFFE BUON GUSTO,BROOKLYN,151,MONTAGUE STREET,11201,7186243838,Italian,11/18/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,11/18/2013,08/28/2017,Cycle Inspection / Re-inspection
50001621,MR. CHAN'S CHINESE CUISINE,QUEENS,30-21,STRATTON STREET,11354,7188865666,Chinese,9/10/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,9/10/2015,08/28/2017,Cycle Inspection / Re-inspection
40993590,CARIDAD,MANHATTAN,588,AMSTERDAM AVENUE,10024,2125958121,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/10/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,48,,,08/28/2017,Cycle Inspection / Initial Inspection
50015344,ROOM SERVICE,MANHATTAN,690,9TH AVE,10036,2125820999,Thai,09/23/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,09/23/2015,08/28/2017,Cycle Inspection / Re-inspection
50033747,DIG INN,MANHATTAN,16,E 23RD ST,10010,2122536174,American,2/4/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2/4/2016,08/28/2017,Cycle Inspection / Initial Inspection
50015448,BUDDY BUDDY INC,QUEENS,13529,40TH RD,11354,7183581818,Chinese,08/17/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
40978159,CANDLE 79 RESTAURANT,MANHATTAN,154,EAST   79 STREET,10075,2125377179,Vegetarian,05/28/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
50034176,PRET A MANGER,MANHATTAN,1,PENN PLZ,10119,6467280505,Sandwiches/Salads/Mixed Buffet,6/10/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,A,6/10/2016,08/28/2017,Cycle Inspection / Initial Inspection
50067644,NIEVES TIA MIMI ICEES,QUEENS,8914,ROOSEVELT AVE,11372,9172579930,Other,1/1/1900,,,,Not Applicable,,,,08/28/2017,
